"source","target","weight"
"XX1X","X2X65X*",1
"XX1X","X2X66X*",1
"XX1X","X2X6X*",1
"XX1X","X2X79X*",1
"XX1X","X2XX*",1
"XX1X","X2XX1X*",1
"XX1X","X2XX21X*",1
"XX1X","X2XX30XX3X*",1
"XX1X","X2XXX*",1
"XX1X","X309X5XX316X435X*",1
"XX1X","X30X*",1
"XX1X","X30X28X178X*",1
"XX1X","X30X28X4X167X126X43X169X164X*",1
"XX1X","X30X31X*",1
"XX1X","X30X39X*",1
"XX1X","X30XX*",1
"XX1X","X312X310X229X*",1
"XX1X","X31X*",1
"XX1X","X31X2XX*",1
"XX1X","X31X7X*",1
"XX1X","X32X31X29XX2X2X*",1
"XX1X","X32X34X*",1
"XX1X","X32XX38X*",1
"XX1X","X33X*",1
"XX1X","X33X10X2X15X22XX*",1
"XX1X","X34X*",1
"XX1X","X34X50X*",1
"XX1X","X35X37X*",1
"XX1X","X35X50XX*",1
"XX1X","X36X*",1
"XX1X","X36X5X10X*",1
"XX1X","X378X376X182X2X1XX*",1
"XX1X","X378X3X383X185XXX*",1
"XX1X","X37X129X94X3X*",1
"XX1X","X37X31X1X92XX18X23X*",1
"XX1X","X37X39X64X*",1
"XX1X","X38X1X34XX14X1X*",1
"XX1X","X3X*",1
"XX1X","X3X13X*",1
"XX1X","X3X13X1X4X15XX9X*",1
"XX1X","X3X19X*",1
"XX1X","X3X1X*",1
"XX1X","X3X1X15X14X11X*",1
"XX1X","X3X1X2X*",1
"XX1X","X3X1X8X*",1
"XX1X","X3X1XX*",1
"XX1X","X3X20X10X*",1
"XX1X","X3X20X1X3XX*",1
"XX1X","X3X2X*",1
"XX1X","X3X2X1X*",1
"XX1X","X3X2X3X*",1
"XX1X","X3X2XX*",1
"XX1X","X3X43X2XX*",1
"XX1X","X3X49X*",1
"XX1X","X3X4X*",1
"XX1X","X3X52X54X*",1
"XX1X","X3X56X54XX*",1
"XX1X","X3X77X*",1
"XX1X","X3X77X80X3X*",1
"XX1X","X3X7X*",1
"XX1X","X3X8X*",1
"XX1X","X3XX*",1
"XX1X","X3XX101X*",1
"XX1X","X3XX14X*",1
"XX1X","X3XX1X196X46XX246X*",1
"XX1X","X3XX3X2XX*",1
"XX1X","X3XXX*",1
"XX1X","X40X*",1
"XX1X","X40X38X26X2X*",1
"XX1X","X411X410X1X*",1
"XX1X","X420X1X*",1
"XX1X","X42X64X63X1X*",1
"XX1X","X43X1X42X*",1
"XX1X","X43XX4X3X*",1
"XX1X","X44X11XX11X*",1
"XX1X","X44XX2X*",1
"XX1X","X46X*",1
"XX1X","X46X41X*",1
"XX1X","X49X*",1
"XX1X","X4X*",1
"XX1X","X4X1X*",1
"XX1X","X4X2X1X5X*",1
"XX1X","X4X2X88X89X*",1
"XX1X","X4X2XX*",1
"XX1X","X4X5X*",1
"XX1X","X4X6X*",1
"XX1X","X4X6X1X*",1
"XX1X","X4X8X*",1
"XX1X","X4XX*",1
"XX1X","X4XX1X2X29X*",1
"XX1X","X50X*",1
"XX1X","X50X78X132X1X*",1
"XX1X","X51X*",1
"XX1X","X51XX47XX3X*",1
"XX1X","X52X*",1
"XX1X","X53X*",1
"XX1X","X53X18X*",1
"XX1X","X53X4X*",1
"XX1X","X54X45X*",1
"XX1X","X55X*",1
"XX1X","X55X46X106XX13X*",1
"XX1X","X55X4X59X*",1
"XX1X","X55X62X66X*",1
"XX1X","X56X*",1
"XX1X","X57X23X34X61X59X*",1
"XX1X","X57X82X1X*",1
"XX1X","X5X*",1
"XX1X","X5X13X22X*",1
"XX1X","X5X1X*",1
"XX1X","X5X1XX*",1
"XX1X","X5X1XX3X*",1
"XX1X","X5X2X130X*",1
"XX1X","X5X2X80X*",1
"XX1X","X5X306X*",1
"XX1X","X5X48XXX4X2X*",1
"XX1X","X5X4X*",1
"XX1X","X5X6X*",1
"XX1X","X5X7X*",1
"XX1X","X5XX*",1
"XX1X","X5XX81X*",1
"XX1X","X60X58X61XX5X*",1
"XX1X","X61X1X*",1
"XX1X","X61X231X*",1
"XX1X","X61X307X*",1
"XX1X","X63XX*",1
"XX1X","X65X67X*",1
"XX1X","X67X*",1
"XX1X","X68X*",1
"XX1X","X69X21X2X3X3X*",1
"XX1X","X6X*",1
"XX1X","X6X1074X1068X3XX*",1
"XX1X","X6X1X65X*",1
"XX1X","X6X2X*",1
"XX1X","X6X2X3X167X3X181XX*",1
"XX1X","X6X3X*",1
"XX1X","X6X3X1X*",1
"XX1X","X6X3X41X*",1
"XX1X","X6X3X5X2X3X*",1
"XX1X","X6X46XX47XX*",1
"XX1X","X6X7X*",1
"XX1X","X6X86X*",1
"XX1X","X6XX*",1
"XX1X","X6XX7X*",1
"XX1X","X70X2X69X171X57X2XXX75X*",1
"XX1X","X72XX2XX9X*",1
"XX1X","X73XX*",1
"XX1X","X73XX75X*",1
"XX1X","X74X*",1
"XX1X","X75X92X97X*",1
"XX1X","X75X93X98X*",1
"XX1X","X76X*",1
"XX1X","X77X*",1
"XX1X","X78X*",1
"XX1X","X78X74X*",1
"XX1X","X79X25X1X*",1
"XX1X","X7X*",1
"XX1X","X7X11X*",1
"XX1X","X7X2X3X*",1
"XX1X","X7X2XX5X2X*",1
"XX1X","X7X3X4X3X35X*",1
"XX1X","X7X8X*",1
"XX1X","X7XX*",1
"XX1X","X80X*",1
"XX1X","X80X38X37X*",1
"XX1X","X80X38X37X1X*",1
"XX1X","X80X38XX*",1
"XX1X","X80X39X38X*",1
"XX1X","X80X3X4X1X*",1
"XX1X","X83XX79X*",1
"XX1X","X84X143XX*",1
"XX1X","X85XX*",1
"XX1X","X86X108X109X3X85X91X92XX1X*",1
"XX1X","X87XX1X91X1XXX8X*",1
"XX1X","X89X2X*",1
"XX1X","X94X*",1
"XX1X","X9X1X1XX*",1
"XX1X","X9X215XX*",1
"XX1X","X9X6X*",1
"XX1X","X9XX9X94X106X2X*",1
"XX1X","XX*",1
"XX1X","XX101X2X*",1
"XX1X","XX108X106X*",1
"XX1X","XX10X7X*",1
"XX1X","XX11X*",1
"XX1X","XX147X57X3X89X1X6X*",1
"XX1X","XX14X*",1
"XX1X","XX15X12X*",1
"XX1X","XX16X*",1
"XX1X","XX179X1X*",1
"XX1X","XX17X*",1
"XX1X","XX188X*",1
"XX1X","XX191X45X58X1X91XX1X9X*",1
"XX1X","XX1X*",1
"XX1X","XX1X127X*",1
"XX1X","XX1X18X*",1
"XX1X","XX1X2X*",1
"XX1X","XX1X3X*",1
"XX1X","XX1X3X1X*",1
"XX1X","XX1X70X*",1
"XX1X","XX1XX*",1
"XX1X","XX1XX5X*",1
"XX1X","XX1XXX*",1
"XX1X","XX21X*",1
"XX1X","XX236X*",1
"XX1X","XX23X*",1
"XX1X","XX23X19X1X*",1
"XX1X","XX25X26X80X*",1
"XX1X","XX28X59X61X*",1
"XX1X","XX2X*",1
"XX1X","XX2XX6X*",1
"XX1X","XX2XX9X10X*",1
"XX1X","XX30X*",1
"XX1X","XX30X61X62X*",1
"XX1X","XX33X*",1
"XX1X","XX38X36X*",1
"XX1X","XX3X*",1
"XX1X","XX3X3X2X*",1
"XX1X","XX3XX*",1
"XX1X","XX3XX2X299X*",1
"XX1X","XX40X2X*",1
"XX1X","XX43X36X*",1
"XX1X","XX43X41X*",1
"XX1X","XX47X20X*",1
"XX1X","XX4X*",1
"XX1X","XX50X*",1
"XX1X","XX5X2X*",1
"XX1X","XX5X2X56X*",1
"XX1X","XX5X3X*",1
"XX1X","XX65X1X*",1
"XX1X","XX68X35X3X54X*",1
"XX1X","XX69XX2X6X71X*",1
"XX1X","XX6X*",1
"XX1X","XX6XX*",1
"XX1X","XX6XX33X*",1
"XX1X","XX78X67X2X*",1
"XX1X","XX7X5X*",1
"XX1X","XX80X*",1
"XX1X","XX85X87X*",1
"XX1X","XX87X*",1
"XX1X","XX8X1X*",1
"XX1X","XXX*",1
"XX1X","XXX11X*",1
"XX1X","XXX1X45X*",1
"XX1X","XXX20XX*",1
"XX1X","XXX27X*",1
"XX1X","XXX3X*",1
"XX1X","XXXX*",1
"XX1X","XXXX32X61X*",1
"XX1X1X","X*",2
"XX1X1X","X104X*",1
"XX1X1X","X10X*",1
"XX1X1X","X10X13X38X*",1
"XX1X1X","X10X8X231X1X*",1
"XX1X1X","X115X170X*",1
"XX1X1X","X115XXX*",1
"XX1X1X","X11X10X*",1
"XX1X1X","X11XXX*",1
"XX1X1X","X126X2X*",1
"XX1X1X","X12X*",1
"XX1X1X","X132X127X*",1
"XX1X1X","X135XX3X1X*",1
"XX1X1X","X13X*",1
"XX1X1X","X13X1X*",1
"XX1X1X","X13X2XX1X7X*",1
"XX1X1X","X13X4X2X*",1
"XX1X1X","X145X18X*",1
"XX1X1X","X14X*",1
"XX1X1X","X15X17X2X*",1
"XX1X1X","X15XX16X2X*",1
"XX1X1X","X162X53X61X*",1
"XX1X1X","X163X59X*",1
"XX1X1X","X167X21X*",1
"XX1X1X","X168X*",1
"XX1X1X","X169X*",1
"XX1X1X","X16X1X99X*",1
"XX1X1X","X174X25X61XX1X2X83X177XX*",1
"XX1X1X","X176X*",1
"XX1X1X","X177X*",1
"XX1X1X","X17X*",1
"XX1X1X","X17X2X*",1
"XX1X1X","X182X*",1
"XX1X1X","X18X*",1
"XX1X1X","X18X10X29XX*",1
"XX1X1X","X18X1X3X97XXX110X1X7X*",1
"XX1X1X","X18X49X*",1
"XX1X1X","X190X362X318X56X4X89X2XX10X*",1
"XX1X1X","X191X190X1X2X*",1
"XX1X1X","X191X2XX*",1
"XX1X1X","X192XX106X3X5X91XX7X5X8X*",1
"XX1X1X","X19X*",1
"XX1X1X","X19X46X51X76X*",1
"XX1X1X","X1X*",1
"XX1X1X","X1X108X*",1
"XX1X1X","X1X12X*",1
"XX1X1X","X1X14X*",1
"XX1X1X","X1X1X1X*",1
"XX1X1X","X1X1X3XX60X*",1
"XX1X1X","X1X209X*",1
"XX1X1X","X1X23XX35X*",1
"XX1X1X","X1X24X*",1
"XX1X1X","X1X25X2X5X*",1
"XX1X1X","X1X2X*",1
"XX1X1X","X1X2XX*",1
"XX1X1X","X1X2XX128X133X*",1
"XX1X1X","X1X33X*",1
"XX1X1X","X1X42X41X*",1
"XX1X1X","X1X58XX40X93X*",1
"XX1X1X","X1X5X*",1
"XX1X1X","X1X6X1X7X50X*",1
"XX1X1X","X1X6XXX*",1
"XX1X1X","X1XX*",1
"XX1X1X","X1XX1X1X*",1
"XX1X1X","X1XX22X25X1X*",1
"XX1X1X","X1XX26X*",1
"XX1X1X","X1XX4X*",1
"XX1X1X","X20X*",1
"XX1X1X","X20X11X74X*",1
"XX1X1X","X20X23X*",1
"XX1X1X","X20X35X34X18X*",1
"XX1X1X","X21X2XX*",1
"XX1X1X","X22X1X27X*",1
"XX1X1X","X22X21X*",1
"XX1X1X","X22X2X20X*",1
"XX1X1X","X22X3X*",1
"XX1X1X","X22X46X*",1
"XX1X1X","X23X*",1
"XX1X1X","X23X24X*",1
"XX1X1X","X23X3X15X*",1
"XX1X1X","X248X1X277X*",1
"XX1X1X","X24X*",1
"XX1X1X","X24X25X*",1
"XX1X1X","X25X*",1
"XX1X1X","X26X30XX*",1
"XX1X1X","X27X*",1
"XX1X1X","X27X23XX*",1
"XX1X1X","X27X28X*",1
"XX1X1X","X27X3X*",1
"XX1X1X","X27XX3X*",1
"XX1X1X","X29X30X*",1
"XX1X1X","X29X53X*",1
"XX1X1X","X2X*",1
"XX1X1X","X2X10X2X10X*",1
"XX1X1X","X2X13X*",1
"XX1X1X","X2X143X1X56X2X4X89X1XX93X*",1
"XX1X1X","X2X19X21X*",1
"XX1X1X","X2X1X*",1
"XX1X1X","X2X1X81X*",1
"XX1X1X","X2X25X24X*",1
"XX1X1X","X2X29X2XXX*",1
"XX1X1X","X2X2XX*",1
"XX1X1X","X2X34X*",1
"XX1X1X","X2X37X*",1
"XX1X1X","X2X3X*",1
"XX1X1X","X2X3X105X107X91X2XX*",1
"XX1X1X","X2X3X10XX*",1
"XX1X1X","X2X3X140X*",1
"XX1X1X","X2X3X2X*",1
"XX1X1X","X2X40X23X21X*",1
"XX1X1X","X2X48X59X*",1
"XX1X1X","X2X4X*",1
"XX1X1X","X2X57X3X*",1
"XX1X1X","X2X5X*",1
"XX1X1X","X2X6X*",1
"XX1X1X","X2X79X*",1
"XX1X1X","X2XX*",1
"XX1X1X","X2XX2X170X*",1
"XX1X1X","X2XX4X*",1
"XX1X1X","X2XX80X*",1
"XX1X1X","X30X16X98X*",1
"XX1X1X","X30X8X1X18X2X*",1
"XX1X1X","X31X*",1
"XX1X1X","X32X2X*",1
"XX1X1X","X33X10X*",1
"XX1X1X","X342X*",1
"XX1X1X","X34X*",1
"XX1X1X","X34X50X*",1
"XX1X1X","X35X*",1
"XX1X1X","X35X154X157X*",1
"XX1X1X","X35X3X*",1
"XX1X1X","X36X*",1
"XX1X1X","X36X32X89X1X10X13XX*",1
"XX1X1X","X36X34X73X2X*",1
"XX1X1X","X38XX68X28X*",1
"XX1X1X","X3X*",1
"XX1X1X","X3X13X*",1
"XX1X1X","X3X180X*",1
"XX1X1X","X3X180XX*",1
"XX1X1X","X3X18X*",1
"XX1X1X","X3X1X*",1
"XX1X1X","X3X1X15X14X11X*",1
"XX1X1X","X3X2X*",1
"XX1X1X","X3X2X3X*",1
"XX1X1X","X3X2XX*",1
"XX1X1X","X3X30X2X4X*",1
"XX1X1X","X3X34X*",1
"XX1X1X","X3X37X38X40X72X35X*",1
"XX1X1X","X3X382X184X2X1XX*",1
"XX1X1X","X3X3X6X*",1
"XX1X1X","X3X49X*",1
"XX1X1X","X3X4X*",1
"XX1X1X","X3X56X1X7X*",1
"XX1X1X","X3X77X80X3X*",1
"XX1X1X","X3X9XX*",1
"XX1X1X","X3XX*",1
"XX1X1X","X3XX1X3X*",1
"XX1X1X","X3XX1X6X*",1
"XX1X1X","X3XX3X2XX2X6X*",1
"XX1X1X","X40X*",1
"XX1X1X","X40X43X50X*",1
"XX1X1X","X41X*",1
"XX1X1X","X41X290X254X2X7XX22X*",1
"XX1X1X","X42X*",1
"XX1X1X","X42X1X*",1
"XX1X1X","X42X64X63X1X*",1
"XX1X1X","X43X25X*",1
"XX1X1X","X43XX4X3X*",1
"XX1X1X","X44X1X2X1X*",1
"XX1X1X","X44X1X47X96X3XX*",1
"XX1X1X","X47X*",1
"XX1X1X","X47XX27X19X*",1
"XX1X1X","X48X*",1
"XX1X1X","X4X*",1
"XX1X1X","X4X1X6XX*",1
"XX1X1X","X4X3X*",1
"XX1X1X","X4X4X*",1
"XX1X1X","X4X5X*",1
"XX1X1X","X4X8X*",1
"XX1X1X","X4X8XX3X*",1
"XX1X1X","X4XX4X*",1
"XX1X1X","X4XX6X*",1
"XX1X1X","X4XXX*",1
"XX1X1X","X50X*",1
"XX1X1X","X50X53X*",1
"XX1X1X","X53X18X*",1
"XX1X1X","X55X62X66X*",1
"XX1X1X","X55X82X*",1
"XX1X1X","X56X*",1
"XX1X1X","X59X70X8X*",1
"XX1X1X","X5X*",1
"XX1X1X","X5X1XX3X*",1
"XX1X1X","X5X6X*",1
"XX1X1X","X5XX*",1
"XX1X1X","X61X*",1
"XX1X1X","X61X231X*",1
"XX1X1X","X61X62X*",1
"XX1X1X","X66X18X3X*",1
"XX1X1X","X66X20X1X*",1
"XX1X1X","X67X66X*",1
"XX1X1X","X67X70XX*",1
"XX1X1X","X6X*",1
"XX1X1X","X6X3X*",1
"XX1X1X","X6X3X41X*",1
"XX1X1X","X6X4X5X*",1
"XX1X1X","X6XX3X38X*",1
"XX1X1X","X73X*",1
"XX1X1X","X73XX*",1
"XX1X1X","X74X10X1X2X*",1
"XX1X1X","X76X*",1
"XX1X1X","X76X2X*",1
"XX1X1X","X76X4XX63XX*",1
"XX1X1X","X79X25X24X*",1
"XX1X1X","X7X*",1
"XX1X1X","X7X5X*",1
"XX1X1X","X7X8X*",1
"XX1X1X","X7XX*",1
"XX1X1X","X83XX43X*",1
"XX1X1X","X83XX80X*",1
"XX1X1X","X85X87X*",1
"XX1X1X","X8X*",1
"XX1X1X","X8X3X3X*",1
"XX1X1X","X8XX*",1
"XX1X1X","X93X*",1
"XX1X1X","X97XX97XX*",1
"XX1X1X","X9X13X6X55X37X*",1
"XX1X1X","X9X17X13X*",1
"XX1X1X","X9X30X33X*",1
"XX1X1X","XX*",1
"XX1X1X","XX11X*",1
"XX1X1X","XX13X15X*",1
"XX1X1X","XX166X20X*",1
"XX1X1X","XX1X*",1
"XX1X1X","XX1X1X*",1
"XX1X1X","XX1XX*",1
"XX1X1X","XX26X152X3X5X*",1
"XX1X1X","XX27X59X62X*",1
"XX1X1X","XX2X*",1
"XX1X1X","XX2X8X7X*",1
"XX1X1X","XX35X6X188X*",1
"XX1X1X","XX38X1X*",1
"XX1X1X","XX38X24X*",1
"XX1X1X","XX3X*",1
"XX1X1X","XX3X3X2X*",1
"XX1X1X","XX3XX*",1
"XX1X1X","XX47X*",1
"XX1X1X","XX4X3X95X*",1
"XX1X1X","XX4X40X38X*",1
"XX1X1X","XX4XX*",1
"XX1X1X","XX53XX*",1
"XX1X1X","XX5X*",1
"XX1X1X","XX5X2X*",1
"XX1X1X","XX5X2X30X*",1
"XX1X1X","XX6X*",1
"XX1X1X","XX78X*",1
"XX1X1X","XX7X*",1
"XX1X1X","XX80X*",1
"XX1X1X","XX90X83X2X*",1
"XX1X1X","XXX*",1
"XX1X1X","XXX105X191XX1X192X106X*",1
"XX1X1X","XXX27X13X28X3X*",1
"XX1X1X","XXXX32X61X*",1
"XX1X1X","XXXX50X2X41X*",1
"XX1X1X1X","X*",1
"XX1X1X1X","X1X2X19X21X*",1
"XX1X1X1X","X1X39X*",1
"XX1X1X1X","X3X48X*",1
"XX1X1X1X","XX1XX*",1
"XX1X1X1X","XX50X*",1
"XX1X1X1X","XX5X3X*",1
"XX1X1X5X","X*",1
"XX1X1X5X","X10X*",1
"XX1X1X5X","X115X2X*",1
"XX1X1X5X","X1X*",1
"XX1X1X5X","X1XX*",1
"XX1X1X5X","X2X1X*",1
"XX1X1X5X","X30X34X*",1
"XX1X1X5X","X3X*",1
"XX1X1X5X","X3X100X*",1
"XX1X1X5X","X5X2X130X*",1
"XX1X1X5X","XX*",1
"XX1X1X5X","XX26XX1X151XX*",1
"XX1X1X5X","XX54X*",1
"XX1X1XXXXX","X*",1
"XX1X1XXXXX","X11X*",1
"XX1X1XXXXX","X12X1X*",1
"XX1X1XXXXX","X1X*",1
"XX1X1XXXXX","X21X18X*",1
"XX1X1XXXXX","X2X1X*",1
"XX1X1XXXXX","X2X25X29X2X44XX35X*",1
"XX1X1XXXXX","X5X*",1
"XX1X1XXXXX","X6X7X*",1
"XX1X1XXXXX","X7X1X3X1X*",1
"XX1X1XXXXX","X84X143XX*",1
"XX1X1XXXXX","X9X17X13X*",1
"XX1X1XXXXX","XX*",1
"XX1X1XXXXX","XX25X26X80X*",1
"XX1X2X1X2X","X*",1
"XX1X2X1X2X","X176X*",1
"XX1X2X1X2X","X181XX*",1
"XX1X2X1X2X","X1X*",1
"XX1X2X1X2X","X2X2X*",1
"XX1X2X1X2X","X2X64X37XX29X*",1
"XX1X2X1X2X","X3X*",1
"XX1X2X1X2X","X3X7X*",1
"XX1X2X1X2X","X4X*",1
"XX1X2X1X2X","XX*",1
"XX1X2X1X2X","XX1X*",1
"XX1X2X1X2X","XX28X2X26X*",1
"XX1XX","X*",1
"XX1XX","X115XXX*",1
"XX1XX","X130X1X134X1X2X58X54X*",1
"XX1XX","X176X*",1
"XX1XX","X17X*",1
"XX1XX","X17XX101X*",1
"XX1XX","X187X182X*",1
"XX1XX","X19X1X*",1
"XX1XX","X1X*",1
"XX1XX","X1X16X*",1
"XX1XX","X1X3X2X*",1
"XX1XX","X1X4X*",1
"XX1XX","X1X6X*",1
"XX1XX","X1XX*",1
"XX1XX","X1XX109X*",1
"XX1XX","X216X*",1
"XX1XX","X21X7X11X1X*",1
"XX1XX","X230X2X117XX3X*",1
"XX1XX","X244X1X208X*",1
"XX1XX","X27X119X118X1XX*",1
"XX1XX","X2X*",1
"XX1XX","X2X1X*",1
"XX1XX","X2X79X*",1
"XX1XX","X2XX*",1
"XX1XX","X2XX12X2X3X*",1
"XX1XX","X37X*",1
"XX1XX","X3X*",1
"XX1XX","X3X12X*",1
"XX1XX","X3X189X*",1
"XX1XX","X3X2X*",1
"XX1XX","X4XXX*",1
"XX1XX","X53X*",1
"XX1XX","X53XX2X5X51X*",1
"XX1XX","X5X2X*",1
"XX1XX","X67X142X*",1
"XX1XX","X6X*",1
"XX1XX","X6X17X*",1
"XX1XX","X6X2X6X3X*",1
"XX1XX","X72XX*",1
"XX1XX","X73X47X46X*",1
"XX1XX","X75X*",1
"XX1XX","X75X92X97X*",1
"XX1XX","X79X*",1
"XX1XX","X79X97X101X*",1
"XX1XX","X7X*",1
"XX1XX","X7X5X*",1
"XX1XX","X83XX79X*",1
"XX1XX","X85X87X*",1
"XX1XX","X86X142X*",1
"XX1XX","X8X320X328X*",1
"XX1XX","XX*",1
"XX1XX","XX134X4X*",1
"XX1XX","XX19XX34X*",1
"XX1XX","XX2X*",1
"XX1XX","XX38X39X*",1
"XX1XX","XX3X*",1
"XX1XX","XX43X36X*",1
"XX1XX","XX6X109X112X113X170X*",1
"XX1XX","XXX*",1
"XX1XX","XXX5X*",1
"XX1XX1X","X*",1
"XX1XX1X","X10X1X96X*",1
"XX1XX1X","X126X2X*",1
"XX1XX1X","X162X53X61X*",1
"XX1XX1X","X16X143X*",1
"XX1XX1X","X181X*",1
"XX1XX1X","X191X2XX*",1
"XX1XX1X","X1X*",1
"XX1XX1X","X1X2X5X*",1
"XX1XX1X","X1X3X179X*",1
"XX1XX1X","X1X7XX*",1
"XX1XX1X","X1XX*",1
"XX1XX1X","X1XX1X*",1
"XX1XX1X","X23X2X17XX*",1
"XX1XX1X","X24X*",1
"XX1XX1X","X28X21X3X*",1
"XX1XX1X","X29X16X*",1
"XX1XX1X","X2X*",1
"XX1XX1X","X2X1X*",1
"XX1XX1X","X2X2X21X*",1
"XX1XX1X","X2X3XX*",1
"XX1XX1X","X2XX*",1
"XX1XX1X","X30X*",1
"XX1XX1X","X37X*",1
"XX1XX1X","X3X*",1
"XX1XX1X","X3X16XX*",1
"XX1XX1X","X3X30X2X4X*",1
"XX1XX1X","X3X4X*",1
"XX1XX1X","X40X*",1
"XX1XX1X","X43X45X48X*",1
"XX1XX1X","X56X*",1
"XX1XX1X","X5X*",1
"XX1XX1X","X6X1X7X*",1
"XX1XX1X","X6X2X*",1
"XX1XX1X","X6X3X41X*",1
"XX1XX1X","X73X*",1
"XX1XX1X","X76X*",1
"XX1XX1X","X78X*",1
"XX1XX1X","X79XX1X*",1
"XX1XX1X","X83XX43X*",1
"XX1XX1X","XX*",1
"XX1XX1X","XX1X*",1
"XX1XX1X","XX1XX*",1
"XX1XX1X","XX2XX9X10X*",1
"XX1XX1X","XX38X1X*",1
"XX1XX4X5X","X*",1
"XX1XX4X5X","X1X*",1
"XX1XX4X5X","X1X2X*",1
"XX1XX4X5X","X1XX*",1
"XX1XX4X5X","X23X8X*",1
"XX1XX4X5X","X2X*",1
"XX1XX4X5X","X2X3X*",1
"XX1XX4X5X","X31X88X*",1
"XX1XX4X5X","XX2X*",1
"XX1XX4X5X","XX7X*",1
"XX1XX4X5X","XX7X1X*",1
"XX1XXX","X*",1
"XX1XXX","X103X*",1
"XX1XXX","X10X11XX14XX*",1
"XX1XXX","X169X*",1
"XX1XXX","X196X*",1
"XX1XXX","X19X*",1
"XX1XXX","X1X*",1
"XX1XXX","X1X2X*",1
"XX1XXX","X1X2X1X18X*",1
"XX1XXX","X1X2XX*",1
"XX1XXX","X1X77XX*",1
"XX1XXX","X1XX*",1
"XX1XXX","X1XX2X*",1
"XX1XXX","X242X*",1
"XX1XXX","X29X33XX56X54X*",1
"XX1XXX","X2X*",1
"XX1XXX","X2X1X*",1
"XX1XXX","X2X65X*",1
"XX1XXX","X2X66X*",1
"XX1XXX","X2X79X*",1
"XX1XXX","X309X5XX316X435X*",1
"XX1XXX","X35XX*",1
"XX1XXX","X3X*",1
"XX1XXX","X3X6X*",1
"XX1XXX","X41X*",1
"XX1XXX","X45X19X24X*",1
"XX1XXX","X4X3X*",1
"XX1XXX","X4XX6X*",1
"XX1XXX","X50X48X*",1
"XX1XXX","X52X1X57X*",1
"XX1XXX","X53X18X*",1
"XX1XXX","X53XX2X5X51X*",1
"XX1XXX","X5XX5X*",1
"XX1XXX","X6X34X*",1
"XX1XXX","X6X3X*",1
"XX1XXX","X7XX*",1
"XX1XXX","X8X*",1
"XX1XXX","X8X2X*",1
"XX1XXX","X8XX1XXX*",1
"XX1XXX","X93X*",1
"XX1XXX","XX*",1
"XX1XXX","XX145X55X2X1XX91X1X6X*",1
"XX1XXX","XX1X*",1
"XX1XXX","XX1X10X*",1
"XX1XXX","XX2X*",1
"XX1XXX","XX2X3X4X1X*",1
"XX1XXX","XX3X*",1
"XX1XXX","XX3X1X*",1
"XX1XXX","XX3XX2X299X*",1
"XX1XXX","XX59XX*",1
"XX1XXX","XX7XX*",1
"XX1XXX","XX81X*",1
"XX1XXX","XX91X*",1
"XX1XXX","XXX*",1
"XX1XXX","XXX20XX*",1
"XX1XXX","XXX81X*",1
"XX1XXX","XXXX*",1
"XX1XXX1X","X*",1
"XX1XXX1X","X10XX2X60X*",1
"XX1XXX1X","X169X*",1
"XX1XXX1X","X181X*",1
"XX1XXX1X","X184XXX*",1
"XX1XXX1X","X1X*",1
"XX1XXX1X","X1X80X*",1
"XX1XXX1X","X20X*",1
"XX1XXX1X","X22X3X*",1
"XX1XXX1X","X244X1X208X*",1
"XX1XXX1X","X24X26X27X*",1
"XX1XXX1X","X25X*",1
"XX1XXX1X","X29X1X*",1
"XX1XXX1X","X2X*",1
"XX1XXX1X","X2XX*",1
"XX1XXX1X","X2XX30XX3X*",1
"XX1XXX1X","X32X*",1
"XX1XXX1X","X34X70X36X*",1
"XX1XXX1X","X35X37X*",1
"XX1XXX1X","X36X2X38X*",1
"XX1XXX1X","X3X*",1
"XX1XXX1X","X3X1X51X*",1
"XX1XXX1X","X3X2X*",1
"XX1XXX1X","X3X2X3X*",1
"XX1XXX1X","X3X8X16X17X2X*",1
"XX1XXX1X","X3XX*",1
"XX1XXX1X","X3XX1X*",1
"XX1XXX1X","X3XX6XX3XX6X*",1
"XX1XXX1X","X42X1X*",1
"XX1XXX1X","X4X*",1
"XX1XXX1X","X4X61X*",1
"XX1XXX1X","X50X*",1
"XX1XXX1X","X54X2X*",1
"XX1XXX1X","X55X52X*",1
"XX1XXX1X","X5X4X5X1X*",1
"XX1XXX1X","X6X*",1
"XX1XXX1X","X72X*",1
"XX1XXX1X","X76X2X*",1
"XX1XXX1X","X76X4XX63XX*",1
"XX1XXX1X","XX*",1
"XX1XXX1X","XX11X*",1
"XX1XXX1X","XX191X101X2X1X91X92X95X3X*",1
"XX1XXX1X","XX1X*",1
"XX1XXX1X","XX1X106X*",1
"XX1XXX1X","XX1X47X*",1
"XX1XXX1X","XX20X*",1
"XX1XXX1X","XX2X*",1
"XX1XXX1X","XX5X*",1
"XX1XXX1X1X","X*",1
"XX1XXX1X1X","X108X*",1
"XX1XXX1X1X","X178XX*",1
"XX1XXX1X1X","X1X76X*",1
"XX1XXX1X1X","X1XXX9X*",1
"XX1XXX1X1X","X24X25X*",1
"XX1XXX1X1X","X24X43X*",1
"XX1XXX1X1X","X2X3X89X*",1
"XX1XXX1X1X","X5X2X130X*",1
"XX1XXX1X1X","X61X231X*",1
"XX1XXX1X1X","X89X*",1
"XX1XXX1X1X","X89X2X*",1
"XX1XXX1X1X","X9X215XX*",1
