pdbidx,strpdbidx,pdbname,coverage,source,unique_motif
392,s392,4DW2_1,0.6666666666666666,ab,36
422,s422,1PG7_4,0.5,ab,37
452,s452,3V4U_1,0.6666666666666666,ab,38
482,s482,5GS0_3,1.0,ab,38
512,s512,4ENE_1,1.0,ab,38
542,s542,5LCV_1,0.3333333333333333,ab,40
572,s572,5D96_1,0.7142857142857143,ab,41
602,s602,4GAJ_1,0.6,ab,43
632,s632,3K2U_1,0.4444444444444444,ab,45
662,s662,4ONG_1,0.5,ab,48
692,s692,5TH9_1,0.6666666666666666,ab,50
722,s722,4QNP_1,1.0,ab,50
752,s752,5TIH_1,0.5555555555555556,ab,52
782,s782,4S1R_1,0.2222222222222222,ab,55
812,s812,4K94_1,0.75,ab,56
2,s2,4ENE_1,0.6666666666666666,ab,5
32,s32,4Z0X_1,0.25,ab,9
62,s62,2BDN_1,0.375,ab,12
92,s92,4Y5X_1,0.6666666666666666,ab,13
122,s122,4FFZ_1,0.7142857142857143,ab,14
152,s152,4ONG_1,0.3333333333333333,ab,18
182,s182,5TIH_1,0.3333333333333333,ab,22
212,s212,4RGO_1,0.375,ab,26
242,s242,2H1P_1,0.4,ab,29
272,s272,3EYS_1,0.6,ab,31
302,s302,4N90_1,0.6666666666666666,ab,32
332,s332,4N8C_1,0.8,ab,33
362,s362,4Q5Z_6,0.5,ab,34
392,s392,2Y6S_1,0.3333333333333333,ab,38
422,s422,4HJ0_1,0.5555555555555556,ab,40
452,s452,3KJ4_2,0.5,ab,41
482,s482,3X3F_1,0.6666666666666666,ab,42
512,s512,1NMB_1,0.8,ab,43
542,s542,5HDQ_1,0.75,ab,44
572,s572,1PG7_4,0.5,ab,45
602,s602,2R29_1,0.375,ab,48
632,s632,4F3F_1,0.5555555555555556,ab,50
662,s662,4GXU_1,0.42857142857142855,ab,51
692,s692,4O4Y_1,0.5,ab,54
722,s722,3WFD_1,0.75,ab,54
752,s752,5KVG_1,0.625,ab,57
782,s782,3BGF_1,0.42857142857142855,ab,58
812,s812,4JR9_1,0.5,ab,58
2,s2,5DUP_1,0.16666666666666666,ab,9
32,s32,5DRZ_1,0.375,ab,12
62,s62,1TQB_1,0.375,ab,17
92,s92,3G6J_1,0.42857142857142855,ab,20
122,s122,4Q5Z_8,0.5,ab,21
152,s152,5CUS_1,0.3333333333333333,ab,23
182,s182,4K7P_2,0.5714285714285714,ab,25
212,s212,1QFW_1,0.2857142857142857,ab,28
242,s242,2DQE_1,0.4444444444444444,ab,31
272,s272,4N90_1,0.6666666666666666,ab,32
302,s302,5E2W_1,0.5,ab,34
332,s332,4LSR_1,0.5,ab,38
362,s362,1N0X_1,0.6,ab,39
392,s392,3QG6_1,0.6,ab,42
422,s422,2QAD_1,0.5,ab,44
452,s452,1G7J_1,0.625,ab,44
482,s482,5TQQ_1,0.5,ab,46
512,s512,3LH2_3,0.3333333333333333,ab,49
542,s542,5C0N_1,0.5,ab,51
572,s572,4XHJ_1,0.6666666666666666,ab,52
602,s602,2ARJ_1,0.625,ab,53
632,s632,4GAJ_1,0.4,ab,56
662,s662,2FD6_1,0.6,ab,58
692,s692,5KVG_1,0.75,ab,60
722,s722,5DUR_1,0.6,ab,60
752,s752,2J6E_1,0.6666666666666666,ab,60
782,s782,4G80_1,1.0,ab,60
812,s812,3GRW_1,0.375,ab,63
2,s2,4ONG_1,0.16666666666666666,ab,10
32,s32,1JRH_1,0.0,ab,15
62,s62,1LK3_1,0.25,ab,16
92,s92,5GZN_1,0.25,ab,19
122,s122,4IOF_1,0.5,ab,20
152,s152,3WD5_1,0.42857142857142855,ab,23
182,s182,2R29_1,0.375,ab,26
212,s212,4JM2_2,0.5,ab,27
242,s242,2IGF_1,0.3333333333333333,ab,31
272,s272,1IC7_1,0.625,ab,32
302,s302,3LIZ_1,0.42857142857142855,ab,35
332,s332,4BZ1_1,0.6666666666666666,ab,37
362,s362,4LSS_1,0.3333333333333333,ab,39
392,s392,4DKE_1,0.3333333333333333,ab,40
422,s422,2Q8A_1,0.4444444444444444,ab,44
452,s452,2QR0_1,0.8,ab,45
482,s482,5B3J_2,0.7142857142857143,ab,46
512,s512,4K9E_1,0.4444444444444444,ab,49
542,s542,1KB5_1,0.8,ab,50
572,s572,4TTD_1,0.6,ab,52
602,s602,1MVU_1,0.5,ab,54
632,s632,4KVN_1,0.6666666666666666,ab,56
662,s662,2Y07_1,0.8333333333333334,ab,57
692,s692,3FN0_1,0.8,ab,57
722,s722,5GJS_1,0.6666666666666666,ab,58
752,s752,5X08_1,0.6666666666666666,ab,60
782,s782,4OLU_1,0.6666666666666666,ab,60
812,s812,4HG4_2,0.5714285714285714,ab,61
2,s2,3MLY_1,0.2857142857142857,ab,9
32,s32,1IQD_1,0.1,ab,16
62,s62,3MJ9_1,0.3333333333333333,ab,22
92,s92,3O41_1,0.4,ab,25
122,s122,5BV7_2,0.25,ab,28
152,s152,5A3I_1,0.42857142857142855,ab,30
182,s182,5IGX_1,0.5,ab,31
212,s212,2AP2_1,0.5714285714285714,ab,34
242,s242,3QNZ_1,0.4,ab,35
272,s272,5CIL_1,0.5714285714285714,ab,37
302,s302,1XIW_1,0.6666666666666666,ab,38
332,s332,4YR6_1,1.0,ab,38
362,s362,5U3L_1,0.8,ab,39
392,s392,4ONG_1,0.3333333333333333,ab,43
422,s422,4GLR_1,0.3333333333333333,ab,45
452,s452,2QHR_1,0.6,ab,47
482,s482,5HDQ_1,0.5,ab,49
512,s512,1XGQ_1,0.75,ab,49
542,s542,1WEJ_1,0.7142857142857143,ab,49
572,s572,4Y5V_1,0.6666666666666666,ab,51
602,s602,4P59_1,0.4,ab,54
632,s632,1XGU_1,0.75,ab,54
662,s662,3A67_1,0.7777777777777778,ab,54
692,s692,5EII_1,0.5,ab,55
722,s722,4XGZ_1,0.7142857142857143,ab,55
752,s752,3L5X_1,0.8,ab,55
782,s782,1CZ8_1,0.3333333333333333,ab,58
812,s812,1HI6_1,0.625,ab,61
2,s2,3MLT_3,0.2,ab,9
32,s32,4HWB_1,0.2222222222222222,ab,15
62,s62,3LHP_1,0.3333333333333333,ab,18
92,s92,1NMC_1,0.5,ab,20
122,s122,3KJ4_1,0.5,ab,22
152,s152,5I8C_1,0.5,ab,24
182,s182,1N64_1,0.42857142857142855,ab,27
212,s212,4O58_1,0.75,ab,28
242,s242,4DN4_1,0.7142857142857143,ab,28
272,s272,1R0A_1,0.5714285714285714,ab,29
302,s302,4GAG_1,0.6,ab,31
332,s332,2YSS_1,0.6666666666666666,ab,32
362,s362,4QNP_1,0.5,ab,34
392,s392,3EOA_1,0.5714285714285714,ab,35
422,s422,4YO0_1,0.6666666666666666,ab,37
452,s452,1TZH_1,0.5714285714285714,ab,38
482,s482,5KN5_1,0.5,ab,39
512,s512,3IET_1,0.75,ab,40
542,s542,4HT1_1,0.5,ab,42
572,s572,4ONG_1,0.6666666666666666,ab,44
602,s602,4FFZ_1,0.7142857142857143,ab,45
632,s632,2QAD_1,0.75,ab,46
662,s662,4KVN_1,0.8333333333333334,ab,47
692,s692,5JHL_1,0.42857142857142855,ab,49
722,s722,1G7J_1,0.625,ab,49
752,s752,3IFO_1,0.6666666666666666,ab,49
782,s782,3D9A_1,0.75,ab,49
812,s812,1IKF_1,0.0,ab,50
2,s2,4YK4_1,0.25,ab,8
32,s32,1XGY_1,0.3333333333333333,ab,11
62,s62,3QWO_1,0.375,ab,14
92,s92,4LVN_1,0.42857142857142855,ab,18
122,s122,3U7Y_1,0.2857142857142857,ab,21
152,s152,4HHA_1,0.25,ab,25
182,s182,4BZ1_1,0.6666666666666666,ab,27
212,s212,2EIZ_1,0.5,ab,28
242,s242,5T5F_1,0.5714285714285714,ab,31
272,s272,4HG4_1,0.7142857142857143,ab,31
302,s302,1XIW_1,0.5,ab,33
332,s332,3BKY_1,0.4,ab,36
362,s362,5IQ7_1,0.5,ab,38
392,s392,4M1D_1,0.4,ab,40
422,s422,1JHL_1,1.0,ab,40
452,s452,1FJ1_1,0.6666666666666666,ab,42
482,s482,3BN9_1,0.42857142857142855,ab,45
512,s512,5FGB_1,0.5,ab,47
542,s542,5K9K_1,0.5,ab,49
572,s572,5DMG_1,0.45454545454545453,ab,52
602,s602,4N9G_2,0.6666666666666666,ab,53
632,s632,1AFV_1,0.6,ab,54
662,s662,3HI6_1,0.5555555555555556,ab,56
692,s692,1RJL_1,0.8333333333333334,ab,57
722,s722,4GMS_2,0.5,ab,58
752,s752,5HYS_3,0.7142857142857143,ab,58
782,s782,5GIR_1,0.6666666666666666,ab,60
812,s812,4LST_1,0.5555555555555556,ab,61
2,s2,3PP4_1,0.2,ab,10
32,s32,4KUC_1,0.5,ab,13
62,s62,1TQB_1,0.0,ab,21
92,s92,3KS0_1,0.6,ab,23
122,s122,5F3B_1,0.5,ab,24
152,s152,4UV7_1,0.2857142857142857,ab,28
182,s182,1ORQ_1,0.42857142857142855,ab,29
212,s212,4GLR_1,0.3333333333333333,ab,31
242,s242,4LSS_1,0.3333333333333333,ab,33
272,s272,3L5X_1,0.6,ab,34
302,s302,3IDG_1,0.8,ab,35
332,s332,3IFO_1,0.5,ab,36
362,s362,4XAW_1,0.6666666666666666,ab,38
392,s392,4XH2_1,0.5714285714285714,ab,39
422,s422,2FD6_1,0.6,ab,41
452,s452,5GZO_1,0.5714285714285714,ab,43
482,s482,5FB8_1,0.7142857142857143,ab,44
512,s512,3RAJ_1,0.5714285714285714,ab,44
542,s542,4BZ2_1,0.5,ab,46
572,s572,1OSP_1,0.5555555555555556,ab,46
602,s602,2Q8A_1,0.3333333333333333,ab,51
632,s632,5ANM_3,0.75,ab,52
662,s662,4Z5R_1,0.3333333333333333,ab,55
692,s692,1JHL_1,1.0,ab,55
722,s722,4U6V_1,0.5,ab,56
752,s752,4YDL_1,0.5555555555555556,ab,57
782,s782,2HKF_1,0.5,ab,60
812,s812,1G9M_1,0.6666666666666666,ab,61
2,s2,3WIH_1,0.16666666666666666,ab,7
32,s32,5JW4_1,0.0,ab,12
62,s62,5DHV_1,0.4,ab,15
92,s92,2H9G_1,0.25,ab,18
122,s122,4KI5_2,0.5,ab,21
152,s152,3P30_1,0.3333333333333333,ab,23
182,s182,3GBM_1,0.6,ab,23
212,s212,3GHE_1,0.5,ab,26
242,s242,1MHP_1,0.4,ab,29
272,s272,1QKZ_1,0.6666666666666666,ab,31
302,s302,2HMI_1,0.42857142857142855,ab,33
332,s332,5SX5_1,0.8333333333333334,ab,34
362,s362,1CU4_1,0.375,ab,37
392,s392,5IES_1,0.375,ab,39
422,s422,5TLJ_3,0.7142857142857143,ab,40
452,s452,4LF3_1,0.5,ab,42
482,s482,4HT1_1,0.5,ab,44
512,s512,5E8D_1,1.0,ab,44
542,s542,2ZCH_1,0.5,ab,46
572,s572,3IU3_1,0.7777777777777778,ab,47
602,s602,2XRA_1,0.5714285714285714,ab,48
632,s632,4JDT_1,0.5,ab,49
662,s662,4WUU_1,1.0,ab,49
692,s692,4PS4_1,0.6,ab,50
722,s722,4N9G_2,0.5,ab,52
752,s752,5TBD_1,0.5555555555555556,ab,54
782,s782,1TZI_1,0.6666666666666666,ab,54
812,s812,4RGO_1,0.5,ab,57
2,s2,3NPS_1,0.125,ab,9
32,s32,3HI1_1,0.42857142857142855,ab,12
62,s62,4UAO_1,0.3,ab,16
92,s92,5JW4_1,0.2,ab,20
122,s122,4OGY_1,0.3333333333333333,ab,22
152,s152,4F3F_1,0.4444444444444444,ab,25
182,s182,4JHW_1,0.3333333333333333,ab,27
212,s212,1GC1_1,1.0,ab,27
242,s242,1CZ8_1,0.3333333333333333,ab,30
272,s272,3D9A_1,0.625,ab,31
302,s302,3GRW_1,0.375,ab,34
332,s332,4R8W_1,0.75,ab,35
362,s362,5K59_1,0.625,ab,36
392,s392,4OJF_1,0.6666666666666666,ab,38
422,s422,2R56_1,0.5555555555555556,ab,39
452,s452,3P30_1,0.16666666666666666,ab,42
482,s482,5EN2_1,0.5,ab,44
512,s512,4CMH_1,0.4444444444444444,ab,47
542,s542,3U9P_1,0.3333333333333333,ab,50
572,s572,5SX5_1,0.8333333333333334,ab,51
602,s602,5BO1_1,0.875,ab,51
632,s632,4G3Y_1,0.5555555555555556,ab,53
662,s662,4RGM_1,0.5,ab,55
692,s692,3HAE_1,1.0,ab,55
722,s722,3GO1_1,0.5714285714285714,ab,57
752,s752,3W2D_1,0.2857142857142857,ab,59
782,s782,4HJ0_1,0.6666666666666666,ab,60
812,s812,4HT1_1,0.625,ab,61
2,s2,1N8Z_1,0.14285714285714285,ab,11
32,s32,3NH7_1,0.2222222222222222,ab,17
62,s62,4R2G_1,0.75,ab,18
92,s92,4AG4_1,0.5714285714285714,ab,21
122,s122,2G5B_1,0.2,ab,25
152,s152,3U7Y_1,0.2857142857142857,ab,28
182,s182,5DMI_1,0.5714285714285714,ab,30
212,s212,1RJL_1,0.8333333333333334,ab,31
242,s242,1PKQ_1,0.5714285714285714,ab,33
272,s272,4LSQ_1,0.5555555555555556,ab,35
302,s302,1YNT_1,0.8571428571428571,ab,36
332,s332,3MLW_1,0.6666666666666666,ab,38
362,s362,4YHP_3,0.5,ab,39
392,s392,3O6L_1,0.2857142857142857,ab,42
422,s422,1NFD_1,0.5714285714285714,ab,45
452,s452,3LQA_1,1.0,ab,45
482,s482,1OAK_1,0.75,ab,46
512,s512,4LST_1,0.5555555555555556,ab,47
542,s542,2EKS_1,0.4,ab,50
572,s572,3DRQ_1,0.6666666666666666,ab,51
602,s602,4WEB_1,0.7142857142857143,ab,52
632,s632,1EO8_1,0.375,ab,55
662,s662,4CAD_1,0.5714285714285714,ab,57
692,s692,2UZI_1,0.5,ab,59
722,s722,3VI3_1,0.75,ab,61
752,s752,5T5B_1,0.4,ab,64
782,s782,4BZ1_1,0.6666666666666666,ab,66
812,s812,4JO3_1,0.6666666666666666,ab,68
2,s2,3RAJ_1,0.42857142857142855,ab,8
32,s32,1G7L_1,0.375,ab,11
62,s62,1FJ1_1,0.4444444444444444,ab,15
92,s92,5TE7_1,0.5555555555555556,ab,16
122,s122,3U30_1,0.6666666666666666,ab,17
152,s152,4CNI_1,0.42857142857142855,ab,20
182,s182,4XMP_1,0.2222222222222222,ab,24
212,s212,4LEO_1,0.4,ab,27
242,s242,2Q8A_1,0.4444444444444444,ab,31
272,s272,3QUM_1,0.5714285714285714,ab,34
302,s302,1S78_1,0.5,ab,37
332,s332,1UAC_1,0.625,ab,38
362,s362,3CVH_1,0.75,ab,39
392,s392,4WEB_1,0.5714285714285714,ab,41
422,s422,4YDJ_1,0.2857142857142857,ab,44
452,s452,4HPO_1,0.7142857142857143,ab,45
482,s482,4RAU_1,1.0,ab,45
512,s512,2HMI_1,0.42857142857142855,ab,47
542,s542,1NMA_1,0.8,ab,48
572,s572,1J1P_1,0.6666666666666666,ab,49
602,s602,4AG4_1,0.8571428571428571,ab,50
632,s632,4JZJ_1,0.5,ab,52
662,s662,5DMG_1,0.45454545454545453,ab,55
692,s692,4OLX_1,0.42857142857142855,ab,56
722,s722,1GGI_1,0.5,ab,57
752,s752,2YSS_1,0.7777777777777778,ab,57
782,s782,5U3N_1,0.5,ab,59
812,s812,2A6I_1,0.42857142857142855,ab,60
2,s2,4LST_1,0.1111111111111111,ab,9
32,s32,4EDX_1,0.42857142857142855,ab,10
62,s62,2HH0_1,0.4,ab,13
92,s92,4XI5_1,0.6666666666666666,ab,14
122,s122,5I9Q_1,0.6666666666666666,ab,15
152,s152,3A6B_1,0.4444444444444444,ab,17
182,s182,3B9K_1,0.375,ab,19
212,s212,3CXD_1,0.3333333333333333,ab,23
242,s242,2IGF_1,0.3333333333333333,ab,27
272,s272,2YSS_1,0.7777777777777778,ab,27
302,s302,1A3R_1,0.5555555555555556,ab,29
332,s332,1DVF_1,0.5,ab,30
362,s362,4K94_1,0.75,ab,31
392,s392,2BRR_1,0.6,ab,32
422,s422,5DSC_1,0.3333333333333333,ab,33
452,s452,4ZS7_1,0.5714285714285714,ab,36
482,s482,5F9W_1,0.5714285714285714,ab,37
512,s512,4XAW_1,0.6666666666666666,ab,39
542,s542,4XCF_1,0.8333333333333334,ab,40
572,s572,3TYG_1,1.0,ab,40
602,s602,3GO1_1,0.5714285714285714,ab,42
632,s632,3V6Z_1,0.7142857142857143,ab,44
662,s662,3O2D_1,0.5714285714285714,ab,46
692,s692,2VXT_1,0.5,ab,48
722,s722,3MLT_3,0.4,ab,50
752,s752,1MHP_1,0.5,ab,52
782,s782,4OM1_1,0.5,ab,52
812,s812,1TZI_1,0.6666666666666666,ab,52
2,s2,4OLU_1,0.0,ab,9
32,s32,4JG1_1,0.4,ab,12
62,s62,4S1R_1,0.3333333333333333,ab,14
92,s92,3A6C_1,0.3333333333333333,ab,17
122,s122,3HMX_1,0.4444444444444444,ab,19
152,s152,2YSS_1,0.7777777777777778,ab,19
182,s182,3FN0_1,0.6,ab,20
212,s212,5BV7_1,0.5,ab,21
242,s242,5KTE_1,0.25,ab,24
272,s272,1EJO_1,0.5,ab,26
302,s302,5E2W_1,0.5,ab,28
332,s332,2ADF_1,0.25,ab,32
362,s362,5KVD_1,0.25,ab,35
392,s392,4M8Q_2,0.5,ab,37
422,s422,4Q6I_1,0.8571428571428571,ab,38
452,s452,1TQB_1,0.375,ab,43
482,s482,5TPN_1,0.5,ab,46
512,s512,1H0D_1,0.4,ab,49
542,s542,5KN5_1,0.375,ab,51
572,s572,4U0R_1,0.75,ab,52
602,s602,3V4U_1,0.6666666666666666,ab,53
632,s632,5KVE_1,0.42857142857142855,ab,56
662,s662,2VXQ_1,0.5,ab,58
692,s692,5TZU_1,0.5555555555555556,ab,59
722,s722,5K9K_1,0.6666666666666666,ab,60
752,s752,4HS6_1,0.6,ab,62
782,s782,5U3N_1,0.5,ab,64
812,s812,4R2G_1,0.75,ab,65
2,s2,2ARJ_1,0.25,ab,8
32,s32,3U9P_2,0.4,ab,11
62,s62,5IES_1,0.25,ab,14
92,s92,3WLW_1,0.16666666666666666,ab,18
122,s122,4K9E_1,0.4444444444444444,ab,21
152,s152,3WFD_1,0.75,ab,21
182,s182,4PLJ_1,0.6666666666666666,ab,22
212,s212,5TLK_1,0.5714285714285714,ab,24
242,s242,3BSZ_1,0.875,ab,24
272,s272,2ZPK_1,0.6666666666666666,ab,25
302,s302,1MLC_1,0.5714285714285714,ab,26
332,s332,3CX5_1,0.5,ab,28
362,s362,5CUS_1,0.3333333333333333,ab,30
392,s392,4HLZ_1,1.0,ab,30
422,s422,2FJG_1,0.6,ab,30
452,s452,4XMP_1,0.3333333333333333,ab,33
482,s482,3EYF_1,0.5,ab,35
512,s512,1E6J_1,0.4,ab,38
542,s542,4GLR_1,0.3333333333333333,ab,40
572,s572,4XC1_1,0.6666666666666666,ab,42
602,s602,4LSU_1,0.42857142857142855,ab,44
632,s632,5F3B_1,0.5,ab,45
662,s662,4LIQ_1,0.625,ab,47
692,s692,5EZO_1,0.75,ab,48
722,s722,1ZA3_1,0.42857142857142855,ab,50
752,s752,3HR5_1,0.5,ab,51
782,s782,1SY6_1,0.5714285714285714,ab,53
812,s812,4NP4_1,0.8333333333333334,ab,53
2,s2,5CIN_1,0.16666666666666666,ab,10
32,s32,1UWX_1,0.5,ab,12
62,s62,3EYS_1,0.2,ab,16
92,s92,4JLR_1,0.6666666666666666,ab,18
122,s122,2NYY_1,0.3333333333333333,ab,22
152,s152,1I8K_1,0.6666666666666666,ab,23
182,s182,3X3F_1,0.5,ab,25
212,s212,4HT1_1,0.375,ab,28
242,s242,4RAV_1,0.5,ab,30
272,s272,4OJF_1,0.6666666666666666,ab,32
302,s302,4Q5Z_6,0.5,ab,33
332,s332,2I9L_1,0.7142857142857143,ab,34
362,s362,1TQB_1,0.625,ab,37
392,s392,4YBQ_1,0.5714285714285714,ab,39
422,s422,3BQU_1,0.6666666666666666,ab,39
452,s452,3HI6_1,0.6666666666666666,ab,40
482,s482,2OQJ_1,1.0,ab,40
512,s512,4UT9_1,0.5,ab,41
542,s542,3A67_1,0.5555555555555556,ab,43
572,s572,4N8C_1,0.8,ab,44
602,s602,4QTI_1,0.6666666666666666,ab,45
632,s632,4OQT_1,1.0,ab,45
662,s662,4LKX_1,0.375,ab,48
692,s692,5U3O_1,0.5,ab,50
722,s722,5C7X_1,1.0,ab,50
752,s752,2BDN_1,0.5,ab,52
782,s782,2DD8_1,0.8,ab,52
812,s812,3G04_1,0.6666666666666666,ab,54
2,s2,4YE4_1,0.2,ab,9
32,s32,3IDX_1,0.25,ab,12
62,s62,1MPA_1,0.5714285714285714,ab,14
92,s92,4N9G_1,0.3333333333333333,ab,17
122,s122,5EA0_1,0.6666666666666666,ab,19
152,s152,2XZQ_1,0.2857142857142857,ab,21
182,s182,5BV7_1,0.5,ab,22
212,s212,4WHT_1,0.3333333333333333,ab,26
242,s242,4ENE_1,0.6666666666666666,ab,27
272,s272,2B1H_1,0.5,ab,30
302,s302,2GSI_1,0.6666666666666666,ab,32
332,s332,3IDG_1,0.6,ab,34
362,s362,3RVV_1,0.5714285714285714,ab,35
392,s392,5DFV_1,0.6666666666666666,ab,35
422,s422,5DHV_1,0.6,ab,37
452,s452,5GGS_1,0.625,ab,40
482,s482,4XH2_2,0.42857142857142855,ab,42
512,s512,4LSQ_1,0.4444444444444444,ab,45
542,s542,5HDQ_1,0.5,ab,47
572,s572,1IQD_1,0.5,ab,50
602,s602,1G7J_1,0.625,ab,50
632,s632,3E8U_1,0.7142857142857143,ab,51
662,s662,3ULU_2,0.7142857142857143,ab,52
692,s692,1KIQ_1,0.5,ab,52
722,s722,1NL0_1,0.8333333333333334,ab,53
752,s752,4LSR_1,0.8,ab,54
782,s782,1CIC_2,0.5,ab,54
812,s812,5IGX_1,0.5,ab,55
2,s2,3QG6_1,0.1,ab,13
32,s32,4JKP_1,0.125,ab,17
62,s62,3IDG_1,0.4,ab,20
92,s92,2Y36_1,0.4,ab,22
122,s122,2XZQ_1,0.14285714285714285,ab,25
152,s152,4R8W_1,0.5,ab,27
182,s182,4LSP_1,0.4444444444444444,ab,31
212,s212,1N8Z_1,0.2857142857142857,ab,35
242,s242,3H0T_1,0.8,ab,36
272,s272,3U9P_2,0.4,ab,39
302,s302,5ANM_2,0.75,ab,40
332,s332,4G6A_1,0.8,ab,41
362,s362,1KTR_1,0.42857142857142855,ab,44
392,s392,3RKD_1,0.6,ab,46
422,s422,5HDQ_1,0.75,ab,47
452,s452,5L6Y_1,1.0,ab,47
482,s482,3MA9_1,0.7142857142857143,ab,48
512,s512,5K9Q_1,0.6666666666666666,ab,49
542,s542,2DQD_1,0.5555555555555556,ab,51
572,s572,4N0Y_1,0.5,ab,54
602,s602,3MLY_1,0.5714285714285714,ab,56
632,s632,4TUK_1,0.4444444444444444,ab,59
662,s662,3A6B_1,0.6666666666666666,ab,59
692,s692,3QNZ_1,0.6,ab,59
722,s722,4YC2_1,0.8333333333333334,ab,60
752,s752,3CSY_1,0.8571428571428571,ab,61
782,s782,5BO1_1,0.5,ab,64
812,s812,5GGT_1,1.0,ab,64
2,s2,2AEP_1,0.125,ab,11
32,s32,4K7P_2,0.42857142857142855,ab,14
62,s62,5K9K_1,0.3333333333333333,ab,17
92,s92,1TQB_1,0.375,ab,22
122,s122,4WFF_1,0.5,ab,22
152,s152,1XGR_1,0.625,ab,24
182,s182,3UJI_1,0.6666666666666666,ab,26
212,s212,2OR9_1,0.5,ab,27
242,s242,5FEC_1,0.2857142857142857,ab,30
272,s272,1P2C_1,0.42857142857142855,ab,32
302,s302,3LEX_1,0.375,ab,34
332,s332,3OPZ_2,0.5,ab,37
362,s362,5F9O_1,0.5,ab,39
392,s392,2R0K_1,0.6666666666666666,ab,41
422,s422,1OB1_1,0.8333333333333334,ab,42
452,s452,2GSI_1,0.8333333333333334,ab,43
482,s482,3ZTN_1,0.6666666666666666,ab,44
512,s512,4LVH_3,0.5,ab,46
542,s542,4YC2_1,0.5,ab,49
572,s572,4HG4_1,0.7142857142857143,ab,49
602,s602,4RAU_1,0.8571428571428571,ab,50
632,s632,4XGZ_1,0.7142857142857143,ab,50
662,s662,4TQE_1,0.4,ab,52
692,s692,5ANM_3,0.75,ab,53
722,s722,4L5F_1,0.75,ab,53
752,s752,4YUE_1,0.2857142857142857,ab,54
782,s782,4TNW_1,0.6666666666666666,ab,55
812,s812,4ZPT_1,0.42857142857142855,ab,59
2,s2,1YNT_1,0.14285714285714285,ab,8
32,s32,5IBL_1,0.5,ab,10
62,s62,4ZTO_1,0.5,ab,12
92,s92,2LTQ_1,0.4,ab,15
122,s122,2VXT_1,0.2,ab,20
152,s152,1UJ3_1,0.5,ab,23
182,s182,5U3J_1,0.8,ab,24
212,s212,2H1P_1,0.4,ab,27
242,s242,3U9U_2,0.6,ab,29
272,s272,1NMA_1,0.8,ab,30
302,s302,2YPV_1,0.7142857142857143,ab,32
332,s332,4J4P_1,0.75,ab,32
362,s362,3MNZ_1,0.4444444444444444,ab,35
392,s392,3VG9_1,0.4444444444444444,ab,38
422,s422,4ZS6_1,0.6,ab,40
452,s452,4XAW_1,0.8333333333333334,ab,41
482,s482,3VI3_1,0.875,ab,42
512,s512,5MHR_1,0.4,ab,43
542,s542,3KJ4_2,0.5,ab,44
572,s572,2R29_1,0.375,ab,47
602,s602,1OB1_1,0.6666666666666666,ab,49
632,s632,1G9M_1,0.6666666666666666,ab,50
662,s662,1IAI_2,0.8,ab,51
692,s692,2Q8A_1,0.4444444444444444,ab,55
722,s722,5HI4_1,0.75,ab,55
752,s752,4UT6_1,0.6666666666666666,ab,55
782,s782,2DQF_1,0.8333333333333334,ab,55
812,s812,5U3M_1,0.5,ab,57
2,s2,4KUC_1,0.16666666666666666,ab,9
32,s32,4UT6_1,0.6666666666666666,ab,9
62,s62,4HLZ_1,0.5,ab,10
92,s92,1OAZ_1,0.7142857142857143,ab,12
122,s122,1XGT_1,0.25,ab,17
152,s152,5HI4_1,0.75,ab,17
182,s182,4U1G_1,0.3333333333333333,ab,21
212,s212,5UQY_1,0.6666666666666666,ab,23
242,s242,3MLY_1,0.5714285714285714,ab,25
272,s272,4KXZ_1,0.8333333333333334,ab,26
302,s302,3C09_1,0.5714285714285714,ab,27
332,s332,1KTR_1,0.42857142857142855,ab,30
362,s362,2EKS_1,0.4,ab,33
392,s392,4CMH_1,0.4444444444444444,ab,36
422,s422,4N8C_1,0.4,ab,39
452,s452,3T3P_1,0.7142857142857143,ab,40
482,s482,5CD5_1,0.25,ab,42
512,s512,4M8Q_2,0.5,ab,44
542,s542,1NBY_1,0.625,ab,45
572,s572,4UT9_1,0.5,ab,46
602,s602,4OJF_1,0.5,ab,49
632,s632,4KI5_1,0.6666666666666666,ab,50
662,s662,4O9H_1,0.8333333333333334,ab,50
692,s692,5TE7_1,0.5555555555555556,ab,51
722,s722,5EOR_1,0.8571428571428571,ab,52
752,s752,5I8C_1,0.6666666666666666,ab,53
782,s782,2CK0_1,0.6666666666666666,ab,54
812,s812,2R56_1,0.5555555555555556,ab,55
2,s2,4IOF_1,0.5,ab,7
32,s32,1MVU_1,0.3333333333333333,ab,10
62,s62,4HPO_1,0.5714285714285714,ab,12
92,s92,4OT1_1,0.16666666666666666,ab,14
122,s122,3WSQ_1,0.5714285714285714,ab,16
152,s152,2OTU_1,0.3333333333333333,ab,18
182,s182,3EFD_1,0.75,ab,19
212,s212,4FQJ_1,0.4444444444444444,ab,20
242,s242,3DVN_1,0.4,ab,23
272,s272,5FYK_2,0.42857142857142855,ab,25
302,s302,1JHL_1,0.8,ab,26
332,s332,5T6P_1,0.25,ab,31
362,s362,4YWG_1,0.14285714285714285,ab,34
392,s392,5J13_1,0.5714285714285714,ab,36
422,s422,3O2D_1,0.42857142857142855,ab,39
452,s452,5F9W_1,0.5714285714285714,ab,40
